FRN,471 Application Number,Billed Entity Name,Applicant Type,Applicant Street Address 1,Applicant City,Applicant Zip Code,Fund Year,Cmtd Total Cost,FRN Committed Amount,Total Authorized Disbursement
1699000003,161000007,SHELBYVILLE SCHOOL DISTRICT,School District,"343 FM 417 WEST, PO BOX 325",SHELBYVILLE,"	75973",2016,"$27,600.00 ","$22,080.00 ","$22,080.00 "
1699000035,161000032,ROPES INDEP SCHOOL DISTRICT,School District,RANCH & ELLINGTON,ROPESVILLE,"	79358",2016,"$43,531.08 ","$30,471.76 ","$28,214.79 "
1699000050,161000059,HONEY GROVE IND SCHOOL DIST,School District,1206 NORTH 17TH STREET,HONEY GROVE,"	75446",2016,"$40,788.00 ","$32,630.40 ","$32,630.40 "
1699000127,161000014,SAN BENITO CONS INDEP SCH DIST,School District,240 N CROCKETT ST,SAN BENITO,"	78586",2016,"$4,200.00 ","$3,780.00 ","$1,902.36 "
1699000142,161000014,SAN BENITO CONS INDEP SCH DIST,School District,240 N CROCKETT ST,SAN BENITO,"	78586",2016,"$42,000.00 ","$37,800.00 ","$37,800.00 "
1699000164,161000014,SAN BENITO CONS INDEP SCH DIST,School District,240 N CROCKETT ST,SAN BENITO,"	78586",2016,"$118,838.88 ","$106,954.99 ","$106,947.24 "
1699000177,161000014,SAN BENITO CONS INDEP SCH DIST,School District,240 N CROCKETT ST,SAN BENITO,"	78586",2016,"$53,770.80 ","$48,393.72 ","$48,391.56 "
1699000211,161000049,NUECES CANYON CISD,School District,200 TAYLOR ST,BARKSDALE,"	78828",2016,"$19,816.80 ","$15,853.44 ","$14,486.98 "
1699000232,161000279,CANTON INDEP SCHOOL DISTRICT,School District,1045 S BUFFALO,CANTON,"	75103",2016,"$12,000.00 ","$8,400.00 ","$8,400.00 "
1699000262,161000018,BLUM INDEP SCHOOL DISTRICT,School District,310 S AVENUE F,BLUM,"	76627",2016,"$34,200.00 ","$27,360.00 ","$21,888.00 "
1699000274,161000087,YSLETA INDEP SCHOOL DISTRICT,School District,9600 SIMS DR,EL PASO,"	79925",2016,"$244,000.20 ","$219,600.18 ","$219,600.18 "
1699000302,161000358,CENTRAL INDEP SCHOOL DISTRICT,School District,US HIGHWAY 69,POLLOK,"	75969",2016,"$63,600.00 ","$50,880.00 ","$44,160.00 "
1699000306,161000358,CENTRAL INDEP SCHOOL DISTRICT,School District,US HIGHWAY 69,POLLOK,"	75969",2016,"$3,848.40 ","$3,078.72 ","$3,078.72 "
1699000380,161000437,YSLETA INDEP SCHOOL DISTRICT,School District,9600 SIMS DR,EL PASO,"	79925",2016,"$1,463,004.00 ","$1,316,703.60 ","$1,075,556.70 "
1699000438,161000409,MUNDAY INDEP SCHOOL DISTRICT,School District,911 WEST D STREET,MUNDAY,"	76371",2016,"$8,400.00 ","$7,560.00 ","$7,560.00 "
1699000441,161000013,MUENSTER INDEP SCHOOL DISTRICT,School District,135 W 7TH ST,MUENSTER,"	76252",2016,"$19,200.00 ","$9,600.00 ","$9,600.00 "
1699000446,161000409,MUNDAY INDEP SCHOOL DISTRICT,School District,911 WEST D STREET,MUNDAY,"	76371",2016,"$18,000.00 ","$16,200.00 ","$16,200.00 "
1699000815,161000656,ELYSIAN FIELDS SCHOOL DISTRICT,School District,2400 FARM RD 451,ELYSIAN FIELDS,"	75642",2016,"$19,683.36 ","$13,778.35 ","$10,992.36 "
1699000816,161000656,ELYSIAN FIELDS SCHOOL DISTRICT,School District,2400 FARM RD 451,ELYSIAN FIELDS,"	75642",2016,"$14,019.84 ","$9,813.89 ","$9,801.24 "
1699000857,161000908,SCURRY-ROSSER INDEP SCH DIST,School District,10705 S STATE HIGHWAY 34,SCURRY,"	75158",2016,"$33,600.00 ","$23,520.00 ","$23,520.00 "
1699000858,161000913,CANTON INDEP SCHOOL DISTRICT,School District,1045 S BUFFALO,CANTON,"	75103",2016,"$22,740.00 ","$15,918.00 ","$15,918.00 "
1699001031,161001013,BEAUMONT INDEP SCHOOL DISTRICT,School District,3395 HARRISON AVE,BEAUMONT,"	77706",2016,"$97,218.00 ",$0.00 ,
1699001040,161001013,BEAUMONT INDEP SCHOOL DISTRICT,School District,3395 HARRISON AVE,BEAUMONT,"	77706",2016,"$237,600.00 ",$0.00 ,
1699001053,161001037,DETROIT INDEP SCHOOL DISTRICT,School District,110 EAST GARNER STREET,DETROIT,"	75436",2016,"$30,720.00 ","$24,576.00 ","$24,576.00 "
1699001104,161001078,HULL-DAISETTA INDEP SCH DIST,School District,HWY 770,DAISETTA,"	77533",2016,"$48,600.00 ","$43,740.00 ","$43,740.00 "
1699001113,161001085,ANNA INDEP SCHOOL DISTRICT,School District,501 S.SHERLEY,ANNA,"	75409",2016,"$27,499.92 ","$19,249.94 ","$23,100.00 "
1699001121,161001085,ANNA INDEP SCHOOL DISTRICT,School District,501 S.SHERLEY,ANNA,"	75409",2016,"$10,200.00 ",$0.00 ,
1699001158,161000400,FLOYDADA INDEP SCHOOL DISTRICT,School District,226 W CALIFORNIA ST,FLOYDADA,"	79235",2016,"$30,600.00 ","$27,540.00 ","$22,032.00 "
1699001159,161001115,CELESTE INDEP SCHOOL DISTRICT,School District,207 S. 5TH STREET,CELESTE,"	75423",2016,"$34,740.00 ","$27,792.00 ","$27,792.00 "
1699001212,161001136,VAN ALSTYNE INDEP SCHOOL DIST,School District,549 MILLER LANE,VAN ALSTYNE,"	75495",2016,"$56,399.16 ","$28,199.58 ","$28,199.58 "
1699001214,161000400,FLOYDADA INDEP SCHOOL DISTRICT,School District,226 W CALIFORNIA ST,FLOYDADA,"	79235",2016,"$33,000.00 ","$29,700.00 ","$29,700.00 "
1699001239,161001157,DEVINE INDEP SCHOOL DISTRICT,School District,205 W COLLEGE AVE,DEVINE,"	78016",2016,"$49,344.00 ","$39,475.20 ",
1699001336,161001214,CHILTON INDEP SCHOOL DISTRICT,School District,"P.O. BOX 488, 905 DURANGO",CHILTON,"	76632",2016,"$41,400.00 ","$37,260.00 ","$37,260.00 "
1699001378,161001204,EUSTACE INDEPENDENT SCHOOL DISTRICT,School District,316 FM 316 SOUTH,EUSTACE,"	75124",2016,"$21,566.40 ","$17,253.12 ","$17,253.12 "
1699001393,161001271,HENRIETTA INDEP SCHOOL DIST,School District,1801 E CRAFTON ST,HENRIETTA,"	76365",2016,"$35,700.00 ","$24,990.00 ","$22,907.50 "
1699001424,161001013,BEAUMONT INDEP SCHOOL DISTRICT,School District,3395 HARRISON AVE,BEAUMONT,"	77706",2016,"$142,772.64 ",$0.00 ,
1699001433,161001311,WINFIELD INDEP SCHOOL DISTRICT,School District,P.O. BOX 298,WINFIELD,"	75493",2016,"$28,740.00 ","$25,866.00 ","$25,866.00 "
1699001865,161000419,HUCKABAY INDEP SCHOOL DISTRICT,School District,200 COUNTY RD 421,STEPHENVILLE,"	76401",2016,"$7,800.00 ","$5,460.00 ","$5,460.00 "
1699001916,161001607,ANAHUAC INDEP SCHOOL DISTRICT,School District,804 CUMMINGS STREET,ANAHUAC,"	77514",2016,"$30,000.00 ","$24,000.00 ","$24,000.00 "
1699001960,161000775,NORTH ZULCH SCHOOL DISTRICT,School District,11390 5TH STREET,NORTH ZULCH,"	77872",2016,"$49,200.00 ","$44,280.00 ","$44,070.00 "
1699002164,161001782,BOERNE INDEP SCHOOL DISTRICT,School District,123 JOHNS RD,BOERNE,"	78006",2016,"$15,295.80 ","$7,647.90 ","$7,647.90 "
1699002167,161001732,BOOKER INDEP SCHOOL DISTRICT,School District,600 S. Main ST,BOOKER,"	79005",2016,"$87,520.00 ",$0.00 ,
1699002193,161001087,ONALASKA INDEP SCHOOL DISTRICT,School District,"P.O. BOX 2289, 134 NORTH FM 356",ONALASKA,"	77360",2016,"$54,535.20 ","$43,628.16 ","$34,902.52 "
1699002428,161001875,RIVERCREST INDEP SCHOOL DIST,School District,4100 US HWY 271 S,BOGATA,"	75417",2016,"$28,740.00 ","$22,992.00 ","$22,992.00 "
1699002510,161001992,FREDERICKSBURG INDEP SCH DIST,School District,234 FRIENDSHIP LANE,FREDERICKSBURG,"	78624",2016,"$16,200.00 ","$12,960.00 ","$12,960.00 "
1699002570,161001992,FREDERICKSBURG INDEP SCH DIST,School District,234 FRIENDSHIP LANE,FREDERICKSBURG,"	78624",2016,"$43,788.00 ","$35,030.40 ","$35,030.40 "
1699002593,161001992,FREDERICKSBURG INDEP SCH DIST,School District,234 FRIENDSHIP LANE,FREDERICKSBURG,"	78624",2016,"$97,008.00 ","$77,606.40 ","$47,441.46 "
1699002602,161001992,FREDERICKSBURG INDEP SCH DIST,School District,234 FRIENDSHIP LANE,FREDERICKSBURG,"	78624",2016,"$30,960.00 ","$24,768.00 ","$24,768.00 "
1699002716,161002115,BROWNSBORO INDEP SCHOOL DIST,School District,HIGHWAY 31,BROWNSBORO,"	75756",2016,"$30,000.00 ","$24,000.00 ",
1699002742,161000459,Hughes Springs Independent School District,School District,871 Taylor Street,Hughes Springs,"	75656",2016,"$14,100.00 ","$11,280.00 ","$10,340.00 "
1699002744,161002115,BROWNSBORO INDEP SCHOOL DIST,School District,HIGHWAY 31,BROWNSBORO,"	75756",2016,"$34,800.00 ","$27,840.00 ",
1699002750,161002131,BROOKELAND INDEP SCHOOL DIST,School District,187 WILDCAT WALK,BROOKELAND,"	75931",2016,"$33,509.04 ",$0.00 ,
1699002752,161002115,BROWNSBORO INDEP SCHOOL DIST,School District,HIGHWAY 31,BROWNSBORO,"	75756",2016,"$17,400.00 ","$13,920.00 ",
1699002756,161002142,SKIDMORE-TYNAN SCHOOL DISTRICT,School District,224 W. MAIN,SKIDMORE,"	78389",2016,"$14,598.00 ","$11,678.40 ","$11,678.40 "
1699002769,161002148,FRUITVALE INDEP SCHOOL DIST,School District,244 VZ COUNTY ROAD 1910,FRUITVALE,"	75127",2016,"$41,940.00 ","$33,552.00 ","$33,552.00 "
1699002791,161000564,CALALLEN INDEP SCHOOL DISTRICT,School District,4205 WILDCAT DR,CORPUS CHRISTI,"	78410",2016,"$9,900.00 ","$5,940.00 ","$5,940.00 "
1699002822,161001368,NACOGDOCHES INDEP SCH DISTRICT,School District,420 South Shawnee Street,NACOGDOCHES,"	75961",2016,"$49,548.00 ","$44,593.20 ","$37,161.00 "
1699002845,161001368,NACOGDOCHES INDEP SCH DISTRICT,School District,420 South Shawnee Street,NACOGDOCHES,"	75961",2016,"$82,674.96 ",$0.00 ,
1699002852,161000775,NORTH ZULCH SCHOOL DISTRICT,School District,11390 5TH STREET,NORTH ZULCH,"	77872",2016,"$10,262.70 ","$9,236.43 ","$9,236.43 "
1699002903,161001634,TAFT INDEP SCHOOL DISTRICT,School District,"400 COLLEGE ST, PO BOX 628",TAFT,"	78390",2016,"$31,719.96 ","$28,547.96 ","$27,648.00 "
1699002964,161002209,CHIRENO INDEP SCHOOL DISTRICT,School District,PO BOX 85,CHIRENO,"	75937",2016,"$84,000.00 ","$67,200.00 ","$67,200.00 "
1699002985,161002278,BOLES INDEP SCHOOL DISTRICT,School District,9777 FM 2101,QUINLAN,"	75474",2016,"$41,940.00 ","$33,552.00 ","$33,552.00 "
1699003027,161002310,DELL CITY INDEP SCHOOL DIST,School District,110 N MAIN ST,DELL CITY,"	79837",2016,"$21,600.00 ","$19,440.00 ","$19,440.00 "
1699003502,161002557,BUNA INDEP SCHOOL DISTRICT,School District,HIGHWAY 62,BUNA,"	77612",2016,"$13,440.00 ","$9,408.00 ","$9,406.60 "
1699003547,161002076,STRATFORD INDEP SCHOOL DIST,School District,PO BOX 108,STRATFORD,"	79084",2016,"$64,520.04 ","$51,616.03 ","$51,616.03 "
1699003552,161002665,CAMPBELL INDEP SCHOOL DISTRICT,School District,480 N. PATTERSON,CAMPBELL,"	75422",2016,"$28,740.00 ","$22,992.00 ","$22,992.00 "
1699003562,161002076,STRATFORD INDEP SCHOOL DIST,School District,PO BOX 108,STRATFORD,"	79084",2016,"$3,700.08 ","$2,960.06 ","$2,959.97 "
1699003584,161002646,HARTLEY INDEP SCHOOL DISTRICT,School District,9TH AND JOHNSON ST,HARTLEY,"	79044",2016,"$44,520.00 ","$40,068.00 ","$40,068.00 "
1699003641,161002723,VALLEY VIEW INDEP SCHOOL DIST,School District,9701 S. JACKSON ROAD,PHARR,"	78577",2016,"$47,088.00 ","$42,379.20 ","$42,376.56 "
1699003642,161002723,VALLEY VIEW INDEP SCHOOL DIST,School District,9701 S. JACKSON ROAD,PHARR,"	78577",2016,"$19,800.00 ","$17,820.00 ","$17,820.00 "
1699003644,161002723,VALLEY VIEW INDEP SCHOOL DIST,School District,9701 S. JACKSON ROAD,PHARR,"	78577",2016,"$7,233.96 ","$6,510.56 ","$6,510.56 "
1699003646,161002723,VALLEY VIEW INDEP SCHOOL DIST,School District,9701 S. JACKSON ROAD,PHARR,"	78577",2016,"$4,233.96 ","$3,810.56 ","$3,780.00 "
1699003648,161002723,VALLEY VIEW INDEP SCHOOL DIST,School District,9701 S. JACKSON ROAD,PHARR,"	78577",2016,"$15,600.00 ",$0.00 ,
1699003663,161002733,ORANGEFIELD INDEP SCHOOL DIST,School District,PO BOX 228,ORANGEFIELD,"	77639",2016,"$33,779.04 ","$23,645.33 ",
1699003731,161002755,WASKOM INDEP SCHOOL DISTRICT,School District,225 W SCHOOL AVE,WASKOM,"	75692",2016,"$10,269.36 ","$8,215.49 ","$6,641.64 "
