FRN,471 Application Number,Billed Entity Name,Applicant Type,Applicant Street Address 1,Applicant City,Applicant Zip Code,Fund Year,Cmtd Total Cost,FRN Committed Amount,Total Authorized Disbursement
1999000035,191000036,ANTON INDEP SCHOOL DISTRICT,School District,100 ELLWOOD BLVD,ANTON,"	79313",2019,"$38,880.00 ","$34,992.00 ","$17,496.00 "
1999000054,191000043,Tornillo Independent School District,School District,PO Box 170,Tornillo,"	79853",2019,"$21,588.00 ","$19,429.20 ","$19,429.20 "
1999000067,191000059,COTTON CENTER INDEP SCH DIST,School District,2345 FM  179,COTTON CENTER,"	79021",2019,"$38,880.00 ","$31,104.00 ","$15,552.00 "
1999000073,191000055,COLMESNEIL INDEP SCHOOL DIST,School District,610 W. ELDER,COLMESNEIL,"	75938",2019,"$41,232.00 ","$32,985.60 ","$32,985.60 "
1999000080,191000064,CROSBYTON CONSOL SCHOOL DIST,School District,204 S HARRISON ST,CROSBYTON,"	79322",2019,"$19,440.00 ","$17,496.00 ","$17,496.00 "
1999000130,191000128,DAWSON INDEP SCHOOL DISTRICT,School District,600 BROWNFIELD HIGHWAY PO BOX 180,WELCH,"	79377",2019,"$41,040.00 ","$32,832.00 ","$15,552.00 "
1999000135,191000133,RIO GRANDE CITY SCHOOL DIST,School District,FORT RINGGOLD,RIO GRANDE CITY,"	78582",2019,"$108,000.00 ","$97,200.00 ","$97,200.00 "
1999000136,191000135,HALE CENTER INDEP SCHOOL DIST,School District,103 WEST CLEVELAND,HALE CENTER,"	79041",2019,"$47,520.00 ","$38,016.00 ","$38,016.00 "
1999000142,191000141,LOOP INDEP SCHOOL DISTRICT,School District,HIGHWAY 303,LOOP,"	79342",2019,"$56,160.00 ","$44,928.00 ","$44,928.00 "
1999000153,191000150,MEADOW INDEP SCHOOL DISTRICT,School District,604 4TH STREET,MEADOW,"	79345",2019,"$38,880.00 ","$34,992.00 ","$33,534.00 "
1999000154,191000153,JIM HOGG CO INDEP SCH DISTRICT,School District,210 W LUCILLE ST,HEBBRONVILLE,"	78361",2019,"$29,318.16 ","$26,386.34 ","$26,386.32 "
1999000155,191000154,RIO GRANDE CITY SCHOOL DIST,School District,FORT RINGGOLD,RIO GRANDE CITY,"	78582",2019,"$68,400.00 ","$61,560.00 ","$61,560.00 "
1999000159,191000159,MORTON INDEP SCHOOL DISTRICT,School District,500 CHAMPION DR,MORTON,"	79346",2019,"$45,360.00 ","$40,824.00 ","$38,880.00 "
1999000173,191000168,NEW HOME INDEP SCHOOL DISTRICT,School District,225 N MAIN,NEW HOME,"	79383",2019,"$41,040.00 ","$20,520.00 ","$9,720.00 "
1999000183,191000178,PETERSBURG INDEP SCHOOL DIST,School District,1411 WEST 4TH STREET,PETERSBURG,"	79250",2019,"$38,880.00 ","$34,992.00 ","$17,496.00 "
1999000193,191000187,PLAINS INDEP SCHOOL DISTRICT,School District,1000 10TH ST,PLAINS,"	79355",2019,"$43,200.00 ","$34,560.00 ","$32,832.00 "
1999000199,191000199,POST INDEP SCHOOL DISTRICT,School District,501 S AVENUE K,POST,"	79356",2019,"$38,880.00 ","$31,104.00 ","$31,104.00 "
1999000210,191000213,SANDS INDEP SCHOOL DISTRICT,School District,"MUSTANG AVE, PO BOX 218",ACKERLY,"	79713",2019,"$38,880.00 ","$31,104.00 ","$31,104.00 "
1999000218,191000232,SUNDOWN INDEP SCHOOL DISTRICT,School District,"7TH & SCHOOL STREETS, PO BOX 1110",SUNDOWN,"	79372",2019,"$43,200.00 ","$30,240.00 ","$29,988.00 "
1999000234,191000239,SIMMS INDEP SCHOOL DISTRICT,School District,PO BOX 9,SIMMS,"	75574",2019,"$15,373.92 ","$12,299.14 ","$11,476.56 "
1999000235,191000248,TAHOKA INDEP SCHOOL DISTRICT,School District,1925 AVENUE P,TAHOKA,"	79373",2019,"$38,880.00 ","$31,104.00 ","$31,104.00 "
1999000258,191000264,WHITHARRAL INDEP SCHOOL DIST,School District,201 2ND ST,WHITHARRAL,"	79380",2019,"$19,440.00 ","$13,608.00 ","$13,608.00 "
1999000304,191000344,NAVARRO INDEP SCHOOL DISTRICT,School District,6450 N STATE HWY 123,SEGUIN,"	78155",2019,"$50,400.00 ","$35,280.00 ","$14,700.00 "
1999000372,191000411,OVERTON INDEP SCHOOL DISTRICT,School District,501 E HENDERSON ST,OVERTON,"	75684",2019,"$10,800.00 ","$8,640.00 ","$8,640.00 "
1999000377,191000415,ELYSIAN FIELDS SCHOOL DISTRICT,School District,2400 FARM RD 451,ELYSIAN FIELDS,"	75642",2019,"$25,909.92 ","$20,727.94 ","$9,275.52 "
1999000394,191000415,ELYSIAN FIELDS SCHOOL DISTRICT,School District,2400 FARM RD 451,ELYSIAN FIELDS,"	75642",2019,"$17,999.64 ","$14,399.71 ","$14,399.71 "
1999000441,191000474,SABINE INDEP SCHOOL DISTRICT,School District,5424 FM 1252 WEST,GLADEWATER,"	75647",2019,"$39,000.00 ","$27,300.00 ","$27,300.00 "
1999000566,191000628,RICARDO INDEPEPENDENT SCHOOL DISTRICT,School District,138 WEST COUNTY ROAD 2160,KINGSVILLE,"	78363",2019,"$29,940.00 ","$26,946.00 ","$26,946.00 "
1999000580,191000651,WEST RUSK CCISD,School District,PO BOX 168,NEW LONDON,"	75682",2019,"$12,000.00 ","$9,600.00 ","$9,600.00 "
1999000615,191000669,POTH INDEP SCHOOL DISTRICT,School District,510 TITCOMB STREET,POTH,"	78147",2019,"$94,740.00 ","$66,318.00 ","$66,318.00 "
